,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.07300000000000001,0.082,0.084,0.077,0.204,0.215,0.205,0.18100000000000002,0.338,0.3320000000000001,0.32800000000000007,0.32300000000000006,0.463,0.45699999999999996,0.45999999999999996,0.463,0.516,0.506,0.505,0.513
1,0.079,0.067,0.06,0.10300000000000001,0.122,0.108,0.097,0.097,0.187,0.178,0.16799999999999998,0.164,0.199,0.191,0.186,0.187,0.213,0.207,0.204,0.204
2,0.795,0.794,0.8,0.7609999999999999,0.565,0.571,0.593,0.616,0.303,0.327,0.33899999999999997,0.33999999999999997,0.148,0.173,0.174,0.17,0.08299999999999999,0.10200000000000001,0.10400000000000001,0.099
3,0.053,0.056,0.056,0.059,0.109,0.105,0.104,0.106,0.171,0.163,0.164,0.172,0.19,0.178,0.181,0.18,0.188,0.185,0.186,0.184
