date,02pct,03pct,04pct,05pct,06pct,07pct,08pct,09pct,10pct,11pct,12pct,13pct,14pct,15pct,maxSharpe,minVariance
1998-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-02-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.9999999999999999,1.0
1998-03-31,0.2525255706679631,0.2525255706679631,0.06190888387014565,0.11880784725824758,0.1531665723326498,0.18470356204624483,0.21478495432856134,0.028909073343530683,0.040075938280087105,0.05289220189580329,0.2000000007716598,0.20000000027609863,0.0,0.0,0.07241705972323167,0.06777474481281572
1998-04-30,0.020949605164945567,0.020949605164945567,0.07034567718802243,0.0569243515544484,0.047447673527733936,0.03874729327799158,0.03268810328974911,0.0023409016016688045,0.01194553124149858,0.01500405759908379,0.1000000005020468,0.10000000021453513,0.0,0.0,0.02946721526485069,0.03618466920741813
1998-05-29,0.025911173336851365,0.025911173336851365,0.10989401245920417,0.16043014036468067,0.19868669728210894,0.23020751348533713,0.26032445948480004,0.14473286650283257,0.10328008657711821,0.10739995612261988,0.10000000050085595,0.10000000013348773,0.0,0.0,0.20090406968402408,0.14799727387842795
1998-06-30,0.16703722147591216,0.16703722147591216,0.06733606719793195,0.08555673626634817,0.09362113440364875,0.0974361863588448,0.10118694671864825,0.10467287537773853,0.14057569789360802,0.17286255268052067,1.1523441922900446e-11,5.65848201627972e-11,0.40000000002099684,0.0,0.17188744691609964,0.02759373875305087
1998-07-31,0.026239270342138042,0.026239270342138042,0.09654051081334573,0.1122797758109038,0.12843254721508554,0.14088875822999825,0.15697013401289397,0.174463844762562,0.06968596723833441,0.11583179688447932,5.5472147708623964e-11,1.7707801197586193e-10,1.1683126688311063e-11,0.0,0.07229228303418861,0.008445241102518939
1998-08-31,0.1071146427337519,0.1071146427337519,0.061724015635496766,0.15215293454473644,0.2352932105296891,0.31700753306107354,0.3960706738164301,0.473507266857367,0.4912152409371649,0.24018966398341976,7.853415834313537e-11,1.383133538257475e-10,0.40000000003267994,0.0,0.2033754822632064,0.02646385907906766
1998-09-30,0.7163725913590662,0.7163725913590662,1.726072800473875,1.4723911430257681,1.3211263082525289,1.1839673658300498,1.0523731090071593,0.9241215784745909,0.7980622888485085,0.6735278200230213,0.6501010059100429,0.5275062509481039,0.505553502979511,0.4,1.3729094797654855,0.7422565819466496
1998-10-30,0.06692830234223651,0.06692830234223651,0.21116236165852295,0.03648939830026975,0.03083176937628153,0.02765209104360225,0.025539724558313062,0.023999640237244955,0.022809765664586763,0.021852071969740053,0.021057302192374852,0.02038179903644724,0.0197965150272515,0.04982097160750142,6.510070260645762e-13,0.010592286979977734
1998-11-30,0.052941055470473126,0.052941055470473126,0.052941055470473126,0.01397391502325352,0.007099680095724266,0.0011231228949465238,0.0044322689308000165,0.009748947589663527,0.014914187665680707,0.01997640152002393,0.024964929265568536,0.02989872992242927,0.03479066453637426,0.039649797383075024,1.265307303377483e-13,0.011828148598842816
1998-12-31,0.03284140803504665,0.03284140803504665,0.14842614253047975,0.030505709192274015,0.02794089212339855,0.026555786232467828,0.025675721370714923,0.025065247855615445,0.024619314930385355,0.024282267122544353,0.024021523117735165,0.0238165805590103,0.023653816516601284,0.02352378635818307,3.0980079612774603e-13,0.034254450311026224
1999-01-29,0.010899369010287157,0.010899369010287157,0.0567929115574436,0.017181508212974754,0.013879737131158955,0.012010340785423866,0.010776816446271091,0.009889397175069196,0.009215521659238751,0.008683999533538482,0.008252753225125635,0.007895119172805776,0.007593287206673238,0.007334859608422478,3.2126396612430774e-09,0.02121801940277191
1999-02-26,0.025148047333922247,0.025148047333922247,0.00534047641914862,0.002495431041712577,0.003268669540441728,0.00427001429726858,0.005367252223573454,0.006514428004480585,0.007691411616929045,0.008887761471619522,0.010097481162444785,0.011316860016371132,0.012543467595950666,0.02420840840122407,3.2127148927307836e-09,0.014831863680180121
1999-03-31,0.00017426455465477386,0.00017426455465477386,0.1667273224850288,0.05610125919053546,0.04751930337750831,0.043224384995417336,0.040769776454605514,0.039298811059425474,0.03842859303818177,0.03795608056234644,0.037762340907841085,0.03777250453927272,0.03793681039477746,0.048653522220521425,8.189857889084884e-10,0.003830304862943469
