HC,GS,SM,SM2
0.006456150298306845,0.005059100252040509,0.005598421281478681,0.005288065084312792
0.00721532592200171,0.005657865899325991,0.00623582890387236,0.006001220063996602
0.007329782699087523,0.005824466462741803,0.0063301419294992676,0.006113211373761572
0.0072875169399341565,0.005765782575793565,0.006319148206665019,0.006089410804563378
0.008183001284045463,0.006504824658609949,0.007182602137073727,0.007069762208870743
0.008366852057834197,0.006578062119944615,0.007373881375487736,0.007291445662401275
0.008011794663744565,0.006356341700625307,0.007125927964389067,0.006844444897050131
0.015149804416836053,0.010870860301239025,0.012318944008387855,0.011559744126942821
0.015798610547853136,0.011465132828531309,0.013030041956301284,0.01213225835063632
0.01672900104770228,0.012408815854369516,0.013743788305662653,0.01303071302928733
0.01708442326656982,0.012913879860399019,0.014104856971809444,0.013394974093586826
0.01710508316931047,0.012788295557093089,0.014179372389165917,0.013404814237229796
0.01692558286414615,0.012573147556329427,0.014004835348634443,0.013258823136906532
0.017017200522613105,0.012602878887346491,0.014148981051280709,0.013467872282921994
0.017836142407170325,0.013572282791337108,0.014910286578965745,0.01399896761141012
0.01910538413617794,0.014792950358266424,0.01600590480037757,0.015299245314393098
0.01868770289499209,0.01452931524288912,0.015726954258912178,0.014950394324494933
0.019130738215887698,0.014990307267714416,0.01600343495035841,0.015450746348533127
0.019016560436855238,0.014876206813701286,0.01591462776287186,0.015423417217386935
0.018332619494583615,0.014177084926011106,0.015201395226937966,0.014539845621488556
0.01802809035805525,0.01415174916996041,0.014927564564561858,0.014221671963780894
0.016638576834435936,0.01282917576657661,0.01353403703860015,0.01244208759300616
0.01684334047896372,0.013102293245364051,0.013680487932250917,0.01258152119442528
0.018106547837682736,0.01408883346643513,0.014748576347249546,0.013892944023248803
0.018062590106895832,0.014127657400548804,0.014707390718835364,0.013838667762497026
0.01775849237835769,0.014114065669251594,0.014278591032236696,0.01350839944110845
0.017754092669791777,0.014295014236179083,0.014235631178464912,0.013547485733515746
0.018478730325393235,0.01520190156308673,0.014924258491663981,0.014494131712386301
0.0177027597040461,0.014318507572714582,0.01427176934587506,0.013525593602049697
0.01772968118836234,0.014262083698009988,0.014344045746106836,0.013401598572298253
0.017964468196119587,0.014328210444101848,0.014486432857614239,0.013683150439565035
0.010634431413621945,0.0098497319191459,0.009255143862286137,0.009089757968267812
0.0110731683401155,0.009866237298543756,0.00964222388626026,0.009592789904575707
0.011016616761338463,0.009721139892027199,0.009650861456803992,0.009553868812927479
0.011544592940207071,0.009838347271409765,0.010085513212947145,0.01007519571078167
0.011693766248493973,0.009895688652810725,0.010266124869743118,0.010239791150860229
0.01232205759165788,0.010495671368805881,0.010802692856690237,0.010811685145360623
0.013065276676298474,0.011025678591500498,0.011447728379582866,0.011573103445270554
0.013037147080333255,0.011030131841874931,0.011473572053969398,0.011662897430818449
0.01269348123144749,0.01064306379127125,0.011163787912976567,0.011352100856314018
0.012553907545690987,0.010521114231432815,0.01102203327432425,0.011210855159978208
0.011967905932223003,0.010015310819498415,0.010456787698890767,0.010572568134040389
0.012147595947781439,0.01016413834125357,0.010628806550231865,0.010769677326332097
0.012183041894350951,0.010137364851951583,0.010657280231349604,0.010802007205459731
0.014508274563350246,0.011708222955007105,0.01250069954952367,0.012871265186101077
0.014753769129625428,0.011934559046408178,0.012756989948548392,0.01314103505920516
0.015194915435166724,0.012382528071424882,0.013181810758293026,0.01358095988773202
0.013736448294448311,0.011351427185883918,0.01180772584399188,0.012122722878892682
0.013672801010443991,0.011341679085018902,0.011747368955878109,0.012059353174130078
0.01299385403360878,0.010500761620875551,0.011104081155705539,0.011406141924809954
0.014127497643523113,0.011422092846821441,0.012165826776308078,0.012568415030883772
0.013665626928297448,0.011016522857848777,0.011677591476202991,0.012044950307995815
0.013500888332207948,0.010664842601728597,0.011515238699369854,0.011870601104065855
0.013382010387723993,0.010871304957826854,0.011422329340242812,0.011739640901444741
0.014615412437287104,0.012026472596047826,0.012623089269427328,0.013018255377240896
0.01404874617907015,0.01159528366969563,0.012147618925546224,0.01252840987563607
0.014953567033552998,0.012476524444672326,0.013042548704285447,0.013454329559352362
0.015467385907262291,0.012874017174084987,0.013529331242569949,0.013948623165142214
0.015636527845609594,0.012859103793775533,0.013668276204140585,0.014096991039773759
0.01553722518538434,0.012771010403357316,0.013588124455842449,0.014001289452013172
0.014581637801971938,0.01175461157835564,0.012679047879799612,0.013080008070559073
0.013961087370651963,0.011452177723071555,0.012013516536862837,0.012344873653074311
0.013742101532804972,0.01124355092998569,0.011793731838980137,0.011966917935616894
