HC,GS,SM,SM2
0.0002522026830764808,0.00021444440808666455,0.000229912476988451,0.0002514254320526753
-5.6531946244363536e-05,-6.102133629682944e-05,-5.632706429095722e-05,-5.403880103136034e-05
-3.844981640587549e-05,-6.908802108209627e-05,-2.8405379234978066e-05,-2.94478326880801e-05
0.0003498789002349314,0.00025586728820536225,0.0003378813877959186,0.00035270436030669997
0.00011097208803894157,0.00011795552980103843,0.00011499283740710933,0.00011733879142457066
8.292047425930912e-05,0.00010085889928945508,8.376856543285127e-05,7.691433881334454e-05
0.0027113193867265087,0.0016450009188164576,0.002134977714527887,0.001904174887176046
0.00023525790562317975,0.0001996554925153297,0.00025110658731784287,0.00021957738004122276
0.0001877725021205822,9.601403849348721e-05,0.0001342189141700697,0.00018928807926282994
0.00015868511073316958,0.0001152420225655473,0.0001648280639785487,0.00015385273645152422
-0.0003902214871993725,-0.0003858571241568973,-0.00040464496740479083,-0.0003961939246628701
-0.0001008006956311619,-0.00011722222646390681,-0.00010554038743865526,-9.8750452563039e-05
8.119129279319376e-05,0.00014210227720954857,9.64262924334422e-05,9.570492268179583e-05
5.0114216359869665e-05,0.0001430249452183995,2.6123690725875226e-05,-4.335186789903786e-05
0.0004549013585817552,0.0003581297279799953,0.00042203108733888245,0.0004696413469669307
4.4088675004915964e-05,2.477782216013958e-05,7.312399961255898e-05,5.595406476613385e-05
0.0001922628816789819,0.00019945448053121807,0.00015946710712955517,0.00018529623751802234
1.3778753047390818e-05,1.7894326652632964e-06,2.3731833168559244e-05,2.9472397618537927e-05
-0.00020020412897814137,-0.00020582650068442458,-0.0002171097253863656,-0.00019884518418725357
7.113749169991405e-05,9.70815066953087e-05,9.061411578670936e-05,4.877056871511326e-05
1.520946805603704e-05,1.3076302993714206e-05,1.0568725453959787e-05,1.0372068037309973e-05
-5.017300046595771e-05,1.6868484165070627e-05,-7.571440762441962e-05,-8.512852683461268e-05
0.0004694713606984424,0.00035639919669982686,0.0004255390270168774,0.00048167407834023325
-0.0001386170224549066,-8.377084625449914e-05,-0.00011607400552910568,-0.00016180213529652307
0.00011650749807474298,0.00017652293870386998,8.694698700342264e-05,0.00010899887957046411
3.152238204248703e-05,6.278097149312045e-05,9.255615982247528e-06,3.2193729099849744e-05
0.0002707052462443838,0.0002210544154031234,0.00027180930848313273,0.0003177023066950231
0.00011216167499955576,0.00011457226421406758,0.00013974138183671207,0.00013893004778899737
0.00013486860522772363,0.00012049751443851502,0.00014402472237559118,0.00014050655520947593
0.0001288374449748813,8.805548242461596e-05,0.00012949249783437457,0.000148800855082001
0.0001475294107481217,0.000150248836330932,0.0001584005141815007,0.00014129668268188234
0.0002634815095692942,0.00022769371680908534,0.00026880489110242024,0.00030653539999142207
9.75362047018185e-05,7.312396333417244e-05,0.00010513022623452606,0.00011054730246754137
0.00040377492744124617,0.0003477915062492752,0.00041084470541033306,0.0004416951477925566
-6.487416009984606e-06,-4.2522379371107144e-08,-2.004226120354974e-06,-9.934834938614412e-06
0.00021790394019346147,0.00027126962361846,0.00020913360343163302,0.0002138047142251527
0.0004078019202822525,0.00037325656230459414,0.0004094180628209203,0.000453829967668698
0.0003750022319635553,0.0003179128132863567,0.0003871132038334082,0.0004192695827516246
0.0002051910641947801,0.0002347918200530548,0.0001882351703768135,0.00021461490690738785
2.1119863845113496e-07,1.1442843264418759e-05,4.438757833721829e-07,8.885554460477674e-07
3.540413177025546e-05,-8.169259423235209e-07,3.5016486165216285e-05,3.602102974763037e-05
-0.00015128572487976832,-0.00019864603307264382,-0.00015574075272233034,-0.00016303029597359436
1.5196889446948691e-05,2.8627406487409524e-05,2.3416267060151832e-05,2.5500650356490365e-05
0.0010816562725862715,0.0006949108928166695,0.0010178224392894848,0.0010817363980290245
9.62701101339166e-05,5.364702734079324e-05,0.00010029684906453715,9.51222875870076e-05
0.000245904600574982,0.00025711733626372114,0.0002475684286841629,0.000253739909873759
9.931807295690889e-05,7.418723691155621e-05,9.688576772037827e-05,0.0001038839130000288
-6.560227717598323e-05,-1.7396122789085575e-05,-6.798097574100236e-05,-6.137916360183897e-05
-5.449404101453073e-06,3.153281679328136e-05,-6.338854757427861e-06,-1.6983983880235892e-06
0.000292514514718175,0.0002873192432617678,0.0002590843244731113,0.00028165226538476654
