3.0,6.0,9.0,12.0,15.0
0.011,0.282,0.468,0.631,0.902
0.03,0.0,0.0,0.0,0.0
0.959,0.657,0.397,0.175,0.0
0.0,0.061,0.135,0.194,0.098
