Methods,24,60,120
GS1,0.0001049574,5.10983e-05,2.29456e-05
SM,0.0001252202,5.94007e-05,2.50454e-05
SM2,0.0001182174,5.5981e-05,2.3273e-05
HC,0.0001610407,7.0341e-05,2.87961e-05
